director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_imdb_link
Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,Comedy Drama Romance,the velocity of gary,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1
Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy Drama,mondays in the sun,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1
Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama Horror Sci-Fi,stake land,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1
unknown,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,Comedy Family Romance,sonny with a chance            ,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1
Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,the last time i committed suicide,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1
Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,futuro beach,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1
Sam Levinson,George Kennedy,Ezra Miller,Demi Moore,Comedy Drama,another happy day,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,a lonely place to die,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Comedy Fantasy,nothing,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1
Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Adventure Drama,the geographer drank his globe away,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1
Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,Drama Family History Musical,1776,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1
Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Drama Mystery Romance Thriller,inescapable,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1
Howard Hughes,Jean Harlow,Marian Marsh,James Hall,Drama War,hell's angels,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1
Edward Burns,Debra Messing,Rosemarie DeWitt,Peter Jacobson,Comedy Drama Romance,purple violets,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1
Phil Joanou,Lily Rabe,Shannon Woodward,Kira McLean,Horror,the veil,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1
Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,Horror Thriller,the loved ones,http://www.imdb.com/title/tt1316536/?ref_=fn_tt_tt_1
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,no vacancy,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1
Mark Griffiths,Eric Mabius,Gina Holden,Brooke D'Orsay,Comedy Romance,how to fall in love,http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,the perfect wave,http://www.imdb.com/title/tt2414822/?ref_=fn_tt_tt_1
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,ben-hur,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1
Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,Biography Drama History,a man for all seasons,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1
Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,Drama Romance,network,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1
Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama History Romance War,gone with the wind,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1
Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography Drama,desert dancer,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1
Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure War Western,major dundee,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,down for life,http://www.imdb.com/title/tt1056477/?ref_=fn_tt_tt_1
George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography Comedy Musical Romance Western,annie get your gun,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1
Christopher Morris,Kayvan Novak,Riz Ahmed,Alex Macqueen,Comedy Crime Drama,four lions,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,house of sand,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,defendor,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1
Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure Comedy Musical Romance,the pirate,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1
Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,the good heart,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,the history boys,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
unknown,David Ogden Stiers,Jamie Farr,Mike Farrell,Comedy Drama War,m*a*s*h            ,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,midnight cowboy,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1
Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,the full monty,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,airplane!,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,chain of command,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,friday,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,menace ii society,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,Drama Music,empire            ,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,creepshow 2,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,the ballad of cable hogue,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,in cold blood,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,the nun's story,http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,harper,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,frenzy,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,the witch,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,i got the hook up,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,she's the one,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,gods and monsters,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,the secret in their eyes,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,day of the dead,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,train,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,evil dead ii,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,sharknado,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,la otra conquista,http://www.imdb.com/title/tt0175996/?ref_=fn_tt_tt_1
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,ira & abby,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,winter passing,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action Biography Crime Drama Family Fantasy,the masked saint,http://www.imdb.com/title/tt3103166/?ref_=fn_tt_tt_1
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,the betrayed,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1
unknown,James Nesbitt,Ash Cook,Genevieve O'Reilly,Drama Thriller,the secret            ,http://www.imdb.com/title/tt5116280/?ref_=fn_tt_tt_1
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,2:13,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,time to choose,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,in the name of the king: the last job,http://www.imdb.com/title/tt2379386/?ref_=fn_tt_tt_1
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,wicked blood,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,dawn patrol,http://www.imdb.com/title/tt2073661/?ref_=fn_tt_tt_1
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,lords of london,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,Comedy,high anxiety,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1
Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,Documentary,march of the penguins,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography Drama Thriller,margin call,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,Drama Romance,august,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy Drama,choke,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama Music,whiplash,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime Drama,city of god,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy Music,human traffic,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,Biography Drama Music,day one,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,Crime Drama Mystery,the dead girl,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,the hunt,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,Comedy Family,a christmas story,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Drama Romance,bella,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,class of 1984,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,the opposite sex,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama Romance,dreaming of joseph lees,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1
Laurent Cantet,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,Drama,the class,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,Drama Horror,rosemary's baby,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1
John Ford,Lee Marvin,Woody Strode,Vera Miles,Drama Western,the man who shot liberty valance,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,Drama Romance,adam,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime Drama,maria full of grace,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Comedy Drama Romance,beginners,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1
John Gulager,Krista Allen,Eric Dane,Henry Rollins,Action Comedy Horror Thriller,feast,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1
John Landis,John Belushi,Karen Allen,Tim Matheson,Comedy,animal house,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1
Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,Action Adventure Thriller,goldfinger,http://www.imdb.com/title/tt0058150/?ref_=fn_tt_tt_1
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,Horror Sci-Fi Thriller,antiviral,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1
Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,Drama Family Fantasy Romance,it's a wonderful life,http://www.imdb.com/title/tt0038650/?ref_=fn_tt_tt_1
Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Drama,trainspotting,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1
Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy Documentary,the original kings of comedy,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,Horror,paranormal activity 2,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,waking ned devine,http://www.imdb.com/title/tt0166396/?ref_=fn_tt_tt_1
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,Crime Documentary Drama,bowling for columbine,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1
Yimou Zhang,Li Gong,Daoming Chen,Ni Yan,Drama,coming home,http://www.imdb.com/title/tt3125472/?ref_=fn_tt_tt_1
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,Fantasy Horror,a nightmare on elm street 2: freddy's revenge,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,Drama Romance,a room with a view,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror Sci-Fi Thriller,the purge,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,Horror Mystery,sinister,http://www.imdb.com/title/tt1922777/?ref_=fn_tt_tt_1
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography Comedy Documentary,martin lawrence live: runteldat,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,Drama Romance,cat on a hot tin roof,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,Action Adventure Sci-Fi,beneath the planet of the apes,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy Drama Family Sport,air bud,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,pokémon 3: the movie,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Horror Thriller,jason lives: friday the 13th part vi,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure Drama War,the bridge on the river kwai,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,Adventure Comedy Sci-Fi,spaced invaders,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,Comedy Thriller,family plot,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1
Billy Wilder,Fred MacMurray,Ray Walston,David White,Comedy Drama Romance,the apartment,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,Fantasy Horror Thriller,jason goes to hell: the final friday,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,Thriller,torn curtain,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,Comedy Documentary Music,dave chappelle's block party,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,Western,slow west,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,Comedy Drama Music,krush groove,http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action Comedy Crime,next day air,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,Drama,elmer gantry,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,Drama War,judgment at nuremberg,http://www.imdb.com/title/tt0055031/?ref_=fn_tt_tt_1
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,Comedy,trippin',http://www.imdb.com/title/tt0160298/?ref_=fn_tt_tt_1
unknown,Matthew Senreich,Seth Green,Breckin Meyer,Animation Comedy,robot chicken            ,http://www.imdb.com/title/tt0437745/?ref_=fn_tt_tt_1
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,Action Adventure Romance Western,red river,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Comedy,phat girlz,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Drama Romance,before midnight,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1
Christopher Leitch,John Astin,Robert Neary,Kim Darby,Comedy Fantasy,teen wolf too,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action Fantasy Horror Sci-Fi Thriller,phantasm ii,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,Drama,woman thou art loosed,http://www.imdb.com/title/tt0399901/?ref_=fn_tt_tt_1
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,Comedy Drama,real women have curves,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1
unknown,Rachel Griffiths,Jessica De Gouw,Luke Ford,Drama War,deadline gallipoli            ,http://www.imdb.com/title/tt3458030/?ref_=fn_tt_tt_1
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,Drama Romance,water,http://www.imdb.com/title/tt0240200/?ref_=fn_tt_tt_1
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,Comedy Drama,east is east,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1
Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,Comedy Romance,whipped,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime Drama History Romance,kama sutra: a tale of love,http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,Comedy Drama,please give,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,Family Fantasy Musical,willy wonka & the chocolate factory,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,Fantasy Horror,warlock: the armageddon,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy Crime,8 heads in a duffel bag,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1
Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini,Drama Romance,days of heaven,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1
Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,Drama,thirteen conversations about one thing,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1
Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,Comedy Crime Thriller,jawbreaker,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1
Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,Biography Drama,basquiat,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1
Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,Comedy Drama Romance,frances ha,http://www.imdb.com/title/tt2347569/?ref_=fn_tt_tt_1
Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Crime Drama,tsotsi,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1
Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,Comedy Drama,happiness,http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1
George Gallo,Eddie Griffin,Joe Howard,Robert Noble,Comedy Documentary,dysfunktional family,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1
Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,Comedy Drama Horror,tusk,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1
Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Drama Mystery Thriller,oldboy,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1
David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,Drama Family,letters to god,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,Action Comedy Thriller,hobo with a shotgun,http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1
Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias,Action Comedy,compadres,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,Comedy Crime Drama Thriller,freeway,http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1
Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,Drama Family Western,love's abiding joy,http://www.imdb.com/title/tt0785025/?ref_=fn_tt_tt_1
Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,Drama,fish tank,http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1
Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,Comedy Drama Romance,damsels in distress,http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1
unknown,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,Horror Sci-Fi Thriller,creature            ,http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1
